Experiment,Loss_Type,Epoch,Layer,PD_vs_GT_MSE,PD_vs_GT_MAE,PD_vs_GT_Wasserstein,PD_vs_GT_Cosine_Sim,FN_vs_GT_MSE,FN_vs_GT_MAE,FN_vs_GT_Wasserstein,FN_vs_GT_Cosine_Sim
sinkhorn 2025-11-20 09:29:48.453823 750_epoch249,sinkhorn 2025-11-20 09:29:48.453823 750,249,Layer_2,0.023008912418687685,0.11802842126298849,0.10693346674456891,0.02968933213354565,0.053494755914415874,0.18211744601846322,0.029231385529405827,-0.0005485261915726095
sinkhorn 2025-11-20 09:29:48.453823 750_epoch249,sinkhorn 2025-11-20 09:29:48.453823 750,249,Layer_3,0.0981341194598636,0.256122269648278,0.23177544184681556,0.14923910406448093,0.1535844764021346,0.3138885192721252,0.13145305833535864,0.11701419726257305
sinkhorn 2025-11-20 09:29:48.453823 750_epoch249,sinkhorn 2025-11-20 09:29:48.453823 750,249,Layer_4,0.08107927930296115,0.2247888644067784,0.20698607439178715,0.048808114542623994,0.08837265830190216,0.2349238295368902,0.15164678397730347,0.024956444153749285
sinkhorn 2025-11-20 09:29:48.453823 750_epoch249,sinkhorn 2025-11-20 09:29:48.453823 750,249,Layer_5,0.13119343555942245,0.29802302451723595,0.2738653226678485,0.07853146287259737,0.13859045123939293,0.30496494292345505,0.2254950716680696,0.041861882332275335
sinkhorn 2025-11-20 09:29:48.453823 750_epoch299,sinkhorn 2025-11-20 09:29:48.453823 750,299,Layer_1,0.10462879973533062,0.2619134356771668,0.24084101785706963,0.02679082062774054,0.14371985826193884,0.30373389958875513,0.09741340751764259,0.005066875455619379
sinkhorn 2025-11-20 09:29:48.453823 750_epoch299,sinkhorn 2025-11-20 09:29:48.453823 750,299,Layer_2,0.02299681728787962,0.11800185045287057,0.1077733546600963,0.027211669414507724,0.052621983817475786,0.1806842620969997,0.033185796168990436,0.001133056700499596
sinkhorn 2025-11-20 09:29:48.453823 750_epoch299,sinkhorn 2025-11-20 09:29:48.453823 750,299,Layer_3,0.09803727284409817,0.25604522237282773,0.23298734501994864,0.1514659836387836,0.15401898065763395,0.31561754851179885,0.1416130151621659,0.11599188684956363
sinkhorn 2025-11-20 09:29:48.453823 750_epoch299,sinkhorn 2025-11-20 09:29:48.453823 750,299,Layer_4,0.08103796367640313,0.22473251976067998,0.20810041597297207,0.04899374464981027,0.08968384964006117,0.23664248541756555,0.1456018329892323,0.021755246863853377
sinkhorn 2025-11-20 09:29:48.453823 750_epoch299,sinkhorn 2025-11-20 09:29:48.453823 750,299,Layer_5,0.13118527627803286,0.2980450271586767,0.2746325404283286,0.07757625630365717,0.1401279355843137,0.306492384782605,0.22065611001976998,0.0378350347334015
sinkhorn_epoch0,sinkhorn,0,Layer_1,0.11048330134380413,0.2685345588728967,0.19982208652329894,0.007867695519000548,0.19225756782750156,0.34237222308432824,0.04535632046095351,0.0021622302060998254
sinkhorn_epoch0,sinkhorn,0,Layer_2,0.026708253454332608,0.12817021850833368,0.06662220464906789,0.004696005958634355,0.07278679575250889,0.20960990067601676,0.05341442618573696,0.0034687857358148767
sinkhorn_epoch0,sinkhorn,0,Layer_3,0.10265748319557048,0.26039754149031,0.19486587903843325,0.10169128715878958,0.14859124725713654,0.3094496838409611,0.0875321623225752,0.08205353362260236
sinkhorn_epoch0,sinkhorn,0,Layer_4,0.08426712053303491,0.22989421409310615,0.16381023058245633,0.020354279480309215,0.09585111662193474,0.24471123751848492,0.12588480673764296,0.0019641175403352236
sinkhorn_epoch0,sinkhorn,0,Layer_5,0.13580762808289187,0.3027444686211368,0.23188976695975053,0.04860037029763824,0.15073626279655367,0.3169478313358457,0.1787953334838877,0.04441439080423494
sinkhorn_epoch0,sinkhorn,0,Layer_1,0.4643813390237776,0.4800352639421457,0.11661329080865314,0.0049158579963293775,0.43061624299692025,0.4696988888326304,0.10695475485864454,0.009938188032049624
sinkhorn_epoch0,sinkhorn,0,Layer_2,0.3623730352321849,0.42522340310136525,0.245054699979768,0.0021798613488564667,0.362272673787267,0.4340751830720576,0.2575537363699836,0.00199052274915954
sinkhorn_epoch0,sinkhorn,0,Layer_3,0.4674389965755913,0.5244029151416651,0.17222495151898676,0.02628441948520115,0.4412136195942251,0.5148089448684344,0.1711335168244707,0.009966005278066226
sinkhorn_epoch0,sinkhorn,0,Layer_4,0.3892556116029075,0.45407363442466286,0.11218937303509753,-0.000944128859618486,0.38521499037825735,0.45340462702983303,0.12030435604092334,-0.002666975518606424
sinkhorn_epoch0,sinkhorn,0,Layer_5,0.5333036616046342,0.5495572457732377,0.1371269396223525,0.0088466352126795,0.544170128877093,0.5597476996105222,0.14620207571538318,0.00676639191798255
